Tipo,Producto,Cobertura,Pagos,Edad1,Edad2, SAF ,Crecimiento,SAD,PNU,PA
Individual,Dotal Mixto,24,9,35,5,1813179.00,NA,1813179,455300.16,44004.52
Ultimo Superviviente,Dotal Mixto,15,12,39,41,1340277.00,NA,1340277,457799.05,36080.03
Vida Conjunta,Temporal,22,0,33,32,2638943.00,NA,0,77476.40,14580.74
Ultimo Superviviente,Dotal Mixto,27,6,25,23,2413040.00,NA,2413040,531322.29,65532.57
Vida Conjunta,Dotal Mixto,45,34,14,20,1523381.00,NA,1523381,182380.89,10661.81
Vida Conjunta,Dotal Mixto,35,31,26,26,2545553.30,Variable,13372677.26,1994507.62,118237.43
Vida Conjunta,Temporal,27,1,23,24,2777769.61,Variable,0,109607.70,16203.91
Ultimo Superviviente,Temporal,17,14,48,48,206612.00,NA,0,20.65,1.82
Vida Conjunta,Dotal Mixto,32,0,31,30,4174167.20,Fijo,8795566.6,1317229.79,675038.49
Vida Conjunta,Dotal Mixto,48,38,13,18,2469719.70,Fijo,7997187.6,795957.26,45295.00
Vida Conjunta,Temporal,17,10,26,26,2745646.00,NA,0,50012.92,4845.00
Individual,Temporal,20,13,27,5,1656029.00,NA,0,17903.42,1465.23
Ultimo Superviviente,Dotal Mixto,16,6,37,44,381283.00,NA,381283,112465.56,10319.68
Vida Conjunta,Dotal Mixto,24,13,37,36,2991307.00,NA,2991307,712090.94,55152.05
Vida Conjunta,Dotal Mixto,8,7,40,39,2521136.00,NA,2521136,1226894.71,119236.48
Individual,Dotal Mixto,12,5,25,4,2138617.00,NA,2138617,984182.74,132141.98
Vida Conjunta,Dotal Mixto,18,6,45,45,2537249.00,NA,2537249,913252.01,113805.46
Vida Conjunta,Dotal Mixto,25,14,20,21,1640430.00,NA,1640430,345012.10,25182.62
Ultimo Superviviente,Ordinario de Vida,85,0,24,21,854779.24,Variable,0,136342.75,136342.75
Individual,Dotal Mixto,19,8,38,0,1356958.00,Fijo,2578220.2,1024612.42,151488.73
Individual,Dotal Mixto,23,1,23,4,326812.00,NA,326812,89058.93,19610.11
Individual,Dotal Mixto,18,4,34,8,4274872.54,Variable,9798086.159,2755620.95,297069.85
Individual,Dotal Mixto,34,8,23,4,1291310.00,NA,1291310,212408.94,22885.27
Vida Conjunta,Temporal,17,11,41,41,1787200.00,NA,0,65849.43,5443.43
Vida Conjunta,Temporal,29,24,33,33,426825.00,NA,0,17008.96,1091.03
Vida Conjunta,Temporal,32,9,33,30,1020273.00,NA,0,42783.38,4370.60
Ultimo Superviviente,Dotal Mixto,13,12,18,26,310517.00,NA,310517,135463.83,11904.27
Individual,Dotal Mixto,28,7,16,3,3166054.60,Variable,11820326.55,2604720.95,321893.01
Ultimo Superviviente,Dotal Mixto,8,2,33,32,2723501.20,Fijo,3404376.5,1559376.71,192331.81
Individual,Temporal,35,16,24,10,1831734.00,NA,0,26041.71,1734.58
Individual,Dotal Mixto,40,0,25,9,1328223.95,Variable,8905411.053,815414.29,109459.35
Vida Conjunta,Dotal Mixto,44,31,19,21,952681.00,NA,952681,106010.86,6196.35
Vida Conjunta,Dotal Mixto,22,13,21,29,2336625.00,NA,2336625,539801.10,39433.37
Vida Conjunta,Dotal Mixto,44,6,16,22,2786002.00,NA,2786002,349972.48,51741.18
Ultimo Superviviente,Dotal Mixto,17,12,24,25,232114.00,NA,232114,65261.12,4847.88
Ultimo Superviviente,Dotal Mixto,42,23,23,23,1034165.00,NA,1034165,98891.07,6220.75
Vida Conjunta,Dotal Mixto,42,29,18,16,1976593.00,NA,1976593,253236.80,15465.22
Vida Conjunta,Dotal Mixto,36,31,24,23,2714612.99,Variable,14973846.94,2344984.76,142010.89
Vida Conjunta,Dotal Mixto,29,16,27,29,195908.00,Variable,767984.6763,153499.05,11858.11
Vida Conjunta,Dotal Mixto,21,17,17,15,2333798.00,NA,2333798,705328.01,52830.16
Individual,Dotal Mixto,44,14,15,1,326077.00,NA,326077,39058.24,3594.77
Individual,Temporal,16,10,41,9,2932142.19,Variable,0,64275.65,5101.11
Vida Conjunta,Dotal Mixto,33,20,30,32,978493.41,Variable,4662463.839,662282.86,43733.73
Vida Conjunta,Temporal,25,3,28,28,2145147.00,NA,0,55661.91,6413.95
Vida Conjunta,Dotal Mixto,19,7,25,23,1484913.00,NA,1484913,543099.16,73077.20
Individual,Dotal Mixto,45,0,17,4,194530.00,NA,194530,19614.92,19614.92
Vida Conjunta,Dotal Mixto,16,10,43,42,2112844.30,Variable,4392451.561,1430056.19,122584.25
Vida Conjunta,Temporal,32,21,32,31,495813.00,NA,0,22457.82,1694.31
Ultimo Superviviente,Temporal,11,0,53,50,906652.60,Fijo,0,69.79,13.09
Individual,Temporal,9,0,28,6,3937320.26,Variable,0,28073.56,28073.56
Vida Conjunta,Dotal Mixto,14,8,21,31,2423007.00,NA,2423007,805813.75,68590.18
Ultimo Superviviente,Temporal,42,22,14,17,1457258.00,NA,0,23.18,1.68
Individual,Ordinario de Vida,78,5,28,0,693398.00,NA,0,53143.29,11704.85
Vida Conjunta,Dotal Mixto,24,19,16,20,2186220.00,NA,2186220,632495.00,47410.29
Individual,Dotal Mixto,13,12,42,4,2105594.00,NA,2105594,928560.01,82234.35
Ultimo Superviviente,Dotal Mixto,18,17,22,28,815789.00,NA,815789,252876.42,17855.57
Ultimo Superviviente,Dotal Mixto,12,10,25,27,1469612.00,NA,1469612,610574.01,53656.04
Individual,Dotal Mixto,33,21,25,7,2332992.00,NA,2332992,350558.94,22554.73
Vida Conjunta,Temporal,23,12,39,38,904523.00,NA,0,37722.68,3013.94
Vida Conjunta,Dotal Mixto,17,11,24,24,539276.00,NA,539276,187964.37,16638.57
Individual,Dotal Mixto,40,1,22,7,1483881.00,NA,1483881,163696.48,24159.72
Vida Conjunta,Temporal,13,0,22,23,1221519.00,NA,0,17665.11,2915.40
Ultimo Superviviente,Temporal,18,13,16,20,142145.85,Variable,0,0.97,0.09
Vida Conjunta,Dotal Mixto,36,16,23,22,3764101.05,Fijo,8643491.3,1116834.63,79631.47
Ultimo Superviviente,Dotal Mixto,17,0,41,43,1413140.00,NA,1413140,396804.60,65310.71
Vida Conjunta,Temporal,22,10,29,37,284397.00,NA,0,9199.24,996.51
Vida Conjunta,Dotal Mixto,41,32,20,15,1093265.00,NA,1093265,146006.59,8619.08
Vida Conjunta,Dotal Mixto,9,0,21,23,772731.00,NA,772731,356782.77,124890.22
Ultimo Superviviente,Temporal,18,2,29,29,2879132.00,NA,0,24.98,2.68
Vida Conjunta,Dotal Mixto,46,9,14,14,2744808.00,NA,2744808,338504.63,45518.26
Vida Conjunta,Dotal Mixto,29,0,28,26,1104088.00,NA,1104088,189565.84,189565.84
Vida Conjunta,Dotal Mixto,16,0,34,35,2816307.00,NA,2816307,1249631.79,1249631.79
Vida Conjunta,Temporal,8,0,28,36,1176716.00,NA,0,18713.88,5034.49
Vida Conjunta,Dotal Mixto,32,25,30,30,906444.00,NA,906444,146061.36,8848.34
Vida Conjunta,Temporal,34,3,29,31,1251533.00,NA,0,55015.30,14804.74
Vida Conjunta,Dotal Mixto,10,4,36,39,2522078.00,NA,2522078,1170726.27,145341.57
Ultimo Superviviente,Dotal Mixto,31,29,31,30,1687516.80,Fijo,3796912.8,686402.95,40860.19
Vida Conjunta,Temporal,27,13,32,32,1174616.00,NA,0,38463.48,2815.39
Individual,Dotal Mixto,12,0,45,9,2893234.00,NA,2893234,1056570.37,174352.95
Individual,Dotal Mixto,47,1,15,1,1626569.00,NA,1626569,171537.69,87880.83
Ultimo Superviviente,Dotal Mixto,38,32,22,21,2652923.00,NA,2652923,294480.08,16483.16
Individual,Dotal Mixto,41,34,22,4,2374240.80,Fijo,6331308.8,729909.45,41586.38
Vida Conjunta,Temporal,44,1,16,18,355481.00,NA,0,10262.93,2261.63
Individual,Dotal Mixto,32,2,27,9,1304756.00,NA,1304756,187639.57,21565.46
Individual,Temporal,38,17,20,6,1557680.00,NA,0,21596.26,1532.07
Vida Conjunta,Dotal Mixto,22,4,17,19,951482.00,NA,951482,250496.79,31015.80
Vida Conjunta,Temporal,12,0,22,19,2229092.00,NA,0,29622.21,4888.41
Vida Conjunta,Dotal Mixto,15,9,17,14,1962762.00,NA,1962762,906178.88,112217.78
Vida Conjunta,Dotal Mixto,38,27,22,28,2648135.00,NA,2648135,332653.88,19661.69
Vida Conjunta,Dotal Mixto,24,14,30,26,1580715.00,Variable,4855203.674,1505442.86,146066.03
Vida Conjunta,Dotal Mixto,32,32,21,18,1008585.33,Variable,4577000.077,752621.90,43568.88
Vida Conjunta,Dotal Mixto,16,16,43,50,1296247.05,Variable,2694804.52,1175734.29,102098.26
Vida Conjunta,Temporal,32,15,26,27,580664.00,Variable,0,47288.16,4376.16
Vida Conjunta,Dotal Mixto,35,33,24,28,2065550.00,NA,2065550,291172.03,16355.86
Individual,Dotal Mixto,23,14,15,1,866609.00,NA,866609,271656.51,25002.20
Vida Conjunta,Ordinario de Vida,83,0,26,23,4121301.80,Fijo,0,650448.34,174946.58
Vida Conjunta,Dotal Mixto,33,10,14,22,2527411.00,NA,2527411,536658.27,66479.64
Ultimo Superviviente,Ordinario de Vida,80,7,29,28,1868504.00,Fijo,0,50648.17,6786.44
Ultimo Superviviente,Dotal Mixto,34,32,28,28,642192.00,NA,642192,90922.72,5134.79
Individual,Dotal Mixto,23,19,34,7,1025786.00,NA,1025786,245033.33,16367.87
Individual,Temporal,41,28,18,2,220672.00,NA,0,3248.71,202.59
Ultimo Superviviente,Dotal Mixto,20,0,39,43,2698257.00,NA,2698257,654047.84,228735.41
Vida Conjunta,Dotal Mixto,33,33,30,33,4717133.87,Variable,22476866.78,2758010.48,153387.96
Individual,Dotal Mixto,31,10,15,1,3149350.05,Variable,13611309.44,2856553.33,328246.84
Vida Conjunta,Temporal,10,0,49,55,318411.00,NA,0,16151.79,4358.49
Vida Conjunta,Dotal Mixto,35,21,23,28,1809864.00,NA,1809864,265815.54,17217.51
Ultimo Superviviente,Dotal Mixto,12,5,35,35,1461170.00,NA,1461170,499323.22,45816.36
Vida Conjunta,Dotal Mixto,37,32,19,23,718859.21,Variable,4163500.364,536423.81,31077.49
Vida Conjunta,Dotal Mixto,34,14,23,28,1286440.65,Fijo,2858757,406227.79,30468.68
Individual,Temporal,34,0,29,1,2584582.00,NA,0,54634.53,54634.53
Individual,Temporal,46,43,16,4,268725.34,Variable,0,13373.93,715.08
Individual,Dotal Mixto,35,6,30,1,823119.00,NA,823119,151456.67,24976.95
Ultimo Superviviente,Temporal,31,30,16,13,726966.00,NA,0,5.20,0.32
Ultimo Superviviente,Ordinario de Vida,83,0,23,25,1366431.00,NA,0,5739.86,2939.93
Vida Conjunta,Dotal Mixto,42,36,20,19,1817312.00,NA,1817312,256626.24,14887.86
Individual,Ordinario de Vida,84,0,24,3,1025329.00,NA,0,58979.91,30217.00
Vida Conjunta,Dotal Mixto,39,33,19,28,1147725.80,Fijo,2825171.2,336977.02,19217.35
Ultimo Superviviente,Dotal Mixto,9,0,50,52,1794381.00,NA,1794381,744676.90,200008.28
Individual,Ordinario de Vida,95,10,16,0,928918.00,NA,0,43762.61,5408.76
Individual,Dotal Mixto,44,26,18,4,2520591.60,Fijo,7036651.55,703083.72,43829.69
Vida Conjunta,Ordinario de Vida,62,0,39,49,2689471.00,NA,0,524290.36,268856.30
Vida Conjunta,Dotal Mixto,44,34,14,14,207592.35,Variable,1691808.51,188292.38,11107.55
Ultimo Superviviente,Dotal Mixto,17,3,28,32,1180416.54,Variable,2576701.279,798624.08,98501.34
Vida Conjunta,Dotal Mixto,35,6,25,25,1107886.00,NA,1107886,192987.55,25967.50
Individual,Temporal,30,4,35,7,523854.00,NA,0,11956.19,1375.22
Ultimo Superviviente,Ordinario de Vida,60,7,45,46,2831592.00,NA,0,43235.45,5332.82
Individual,Dotal Mixto,17,7,35,3,2188105.00,NA,2188105,834872.59,103314.43
Individual,Dotal Mixto,19,6,41,4,183388.00,NA,183388,61139.17,7572.34
Vida Conjunta,Dotal Mixto,47,21,12,13,2932885.20,Variable,27669596.2,2660213.33,194138.99
Vida Conjunta,Dotal Mixto,34,13,23,25,234452.00,NA,234452,44271.09,4092.23
Ultimo Superviviente,Ordinario de Vida,60,4,45,49,247811.00,NA,0,4178.31,615.71
Ultimo Superviviente,Temporal,40,26,23,25,1746395.33,Variable,0,195.85,11.39
Ultimo Superviviente,Temporal,17,10,36,33,421126.00,NA,0,6.77,0.73
Vida Conjunta,Dotal Mixto,15,14,35,41,2678871.00,NA,2678871,989114.62,76750.65
Ultimo Superviviente,Dotal Mixto,39,9,12,16,778441.00,NA,778441,105175.76,12059.12
Individual,Dotal Mixto,41,30,17,2,358261.00,NA,358261,46905.44,2846.17
Individual,Dotal Mixto,23,0,25,10,2191153.00,NA,2191153,450240.59,55644.58
Vida Conjunta,Dotal Mixto,33,2,18,18,3263076.97,Variable,15548370.76,2818768.57,758133.93
Individual,Dotal Mixto,45,7,18,5,1880041.00,NA,1880041,181888.85,19591.19
Vida Conjunta,Temporal,28,20,16,21,1790666.00,NA,0,37074.04,2584.68
Vida Conjunta,Dotal Mixto,35,25,22,21,1651276.00,NA,1651276,228233.49,13767.44
Vida Conjunta,Dotal Mixto,40,36,21,28,1534495.00,NA,1534495,203249.22,11434.16
Vida Conjunta,Ordinario de Vida,81,0,25,30,1256296.00,NA,0,110172.41,29638.00
Vida Conjunta,Dotal Mixto,13,0,34,42,2264867.50,Variable,4067376.628,1609599.05,433264.20
Ultimo Superviviente,Dotal Mixto,42,8,23,21,680731.00,NA,680731,62030.80,5691.69
Individual,Dotal Mixto,33,7,25,10,1038925.00,NA,1038925,136021.60,11531.38
Vida Conjunta,Dotal Mixto,16,13,15,19,2570072.00,NA,2570072,1131817.62,109544.85
Individual,Dotal Mixto,16,15,38,4,187596.37,Variable,389999.3854,146986.67,11673.69
Vida Conjunta,Dotal Mixto,41,12,22,23,122848.00,NA,122848,16111.04,1426.02
Vida Conjunta,Temporal,36,0,26,28,2131211.00,NA,0,73065.52,12061.35
Vida Conjunta,Dotal Mixto,45,23,20,18,1310205.00,NA,1310205,145794.83,9591.25
Vida Conjunta,Temporal,39,29,25,22,269109.00,NA,0,8486.48,491.52
Vida Conjunta,Temporal,49,27,16,13,510933.00,NA,0,15860.48,1025.55
Individual,Temporal,39,9,19,2,2242895.00,NA,0,32689.01,3756.77
Ultimo Superviviente,Dotal Mixto,12,6,18,15,3107052.77,Variable,5314114.634,2434296.04,300242.18
Vida Conjunta,Dotal Mixto,15,11,45,44,2946730.80,Fijo,4533432,1647069.97,141548.07
Ultimo Superviviente,Dotal Mixto,44,14,18,15,517458.00,NA,517458,57419.84,5268.61
Individual,Dotal Mixto,35,28,29,0,1467462.00,Variable,7709088.517,1397582.86,90227.79
Individual,Dotal Mixto,36,0,24,6,2386328.00,NA,2386328,328573.60,168334.69
Individual,Dotal Mixto,8,0,31,9,2009873.00,NA,2009873,881691.64,118387.21
Individual,Ordinario de Vida,62,0,47,10,981766.00,NA,0,109602.69,20611.67
Vida Conjunta,Temporal,26,0,29,34,1890787.00,NA,0,62116.81,62116.81
Vida Conjunta,Temporal,23,23,37,38,944610.00,NA,0,39484.82,2678.68
Vida Conjunta,Dotal Mixto,13,11,29,36,1745554.51,Variable,3134765.107,1125200.00,89611.58
Vida Conjunta,Dotal Mixto,14,13,35,35,1537352.00,NA,1537352,748757.89,72820.18
Vida Conjunta,Dotal Mixto,27,0,36,33,2501004.00,NA,2501004,500640.88,94219.24
Vida Conjunta,Dotal Mixto,26,25,32,35,707085.00,NA,707085,200887.81,13596.79
Vida Conjunta,Temporal,27,9,28,28,2112219.06,Variable,0,99766.97,8495.49
Individual,Dotal Mixto,20,5,30,7,1129637.00,NA,1129637,308601.62,33259.08
Vida Conjunta,Temporal,43,0,16,14,2511097.00,Variable,0,206902.86,206902.86
Individual,Temporal,20,18,32,2,1974075.86,Variable,0,42782.46,3291.97
Vida Conjunta,Dotal Mixto,40,15,17,19,493231.00,NA,493231,60304.85,4516.93
Vida Conjunta,Dotal Mixto,44,38,19,18,1014530.25,Variable,8268083.656,757058.10,41832.30
Vida Conjunta,Dotal Mixto,14,0,28,25,2469366.00,NA,2469366,1089703.01,381510.97
Vida Conjunta,Temporal,8,0,30,31,2094127.05,Variable,0,29822.14,6574.51
Vida Conjunta,Dotal Mixto,20,18,25,25,2171726.00,NA,2171726,629754.80,43956.30
Individual,Ordinario de Vida,92,9,19,1,682987.00,NA,0,34828.88,4304.97
Ultimo Superviviente,Temporal,38,23,25,20,2085427.25,Variable,0,140.97,8.50
Ultimo Superviviente,Dotal Mixto,45,21,18,20,3159480.50,Fijo,9478441.5,952306.53,67241.86
Vida Conjunta,Dotal Mixto,34,5,29,32,614170.00,Fijo,1424874.4,224726.87,27863.34
Individual,Dotal Mixto,34,34,27,2,2882561.00,NA,2882561,524489.50,30530.86
Vida Conjunta,Temporal,29,28,17,25,810192.00,NA,0,19130.15,1169.98
Individual,Temporal,27,26,23,7,3908923.57,Variable,0,76522.71,4587.29
Vida Conjunta,Dotal Mixto,21,12,27,34,1955085.95,Variable,5187425.066,1458915.24,124437.95
Ultimo Superviviente,Dotal Mixto,36,10,16,21,1947973.00,NA,1947973,335897.53,41429.12
Vida Conjunta,Ordinario de Vida,70,0,41,39,2805737.00,NA,0,379350.94,102125.20
Vida Conjunta,Temporal,39,28,19,20,2423162.00,NA,0,73587.14,4767.94
Ultimo Superviviente,Dotal Mixto,45,5,18,16,979540.60,Variable,8382076.123,802809.73,118297.75
Vida Conjunta,Dotal Mixto,14,0,20,21,2440935.00,NA,2440935,889464.97,146788.86
Vida Conjunta,Dotal Mixto,31,9,29,26,986972.00,NA,986972,178658.18,16512.82
Vida Conjunta,Dotal Mixto,23,21,34,33,1232529.00,NA,1232529,289703.19,18544.80
Vida Conjunta,Dotal Mixto,46,37,16,21,2058872.00,NA,2058872,230249.23,13007.66
Individual,Dotal Mixto,26,17,19,3,1288058.00,NA,1288058,319064.93,24488.34
Ultimo Superviviente,Dotal Mixto,23,3,22,25,836502.14,Variable,2446986.853,687893.15,129073.62
Vida Conjunta,Dotal Mixto,43,0,16,19,1710819.00,NA,1710819,202855.75,54557.31
Individual,Dotal Mixto,35,2,20,1,1612683.45,Variable,8471987.327,1462751.43,511809.63
Ultimo Superviviente,Temporal,19,8,39,44,353922.00,NA,0,16.53,1.90
Vida Conjunta,Temporal,39,13,21,22,2823373.48,Variable,0,228008.60,18721.55
Vida Conjunta,Dotal Mixto,27,1,22,28,2113004.00,NA,2113004,449320.14,74173.42
Individual,Dotal Mixto,32,5,25,6,2401422.40,Fijo,5264656.8,840379.53,96590.19
Individual,Temporal,10,1,42,8,2864076.93,Variable,0,41148.56,5531.21
Vida Conjunta,Dotal Mixto,38,3,22,22,712108.00,NA,712108,113659.98,25052.75
Vida Conjunta,Dotal Mixto,31,1,26,23,2197306.00,NA,2197306,360493.99,48483.08
Vida Conjunta,Dotal Mixto,39,16,21,23,231295.00,NA,231295,29914.82,2185.02
Vida Conjunta,Dotal Mixto,22,0,28,29,187972.00,NA,187972,57442.72,20112.17
Ultimo Superviviente,Dotal Mixto,19,18,20,20,2912797.00,NA,2912797,1152516.83,93901.21
Individual,Dotal Mixto,26,26,20,6,234000.00,NA,234000,50330.18,3053.43
Vida Conjunta,Temporal,34,29,28,29,2401125.00,NA,0,90829.26,5513.05
Vida Conjunta,Dotal Mixto,30,0,31,30,1064832.00,NA,1064832,170348.36,32044.65
Vida Conjunta,Temporal,30,17,16,18,315823.77,Variable,0,12499.52,936.38
Vida Conjunta,Dotal Mixto,40,25,19,21,690110.00,NA,690110,85125.83,5266.38
Vida Conjunta,Dotal Mixto,41,13,15,12,424868.00,NA,424868,58359.27,5386.33
Ultimo Superviviente,Dotal Mixto,46,46,17,17,1555259.00,Fijo,5054591.75,533565.38,28428.19
Individual,Dotal Mixto,37,11,17,3,120406.00,NA,120406,17967.14,1733.62
Vida Conjunta,Dotal Mixto,38,19,26,23,2397295.00,NA,2397295,312684.02,20960.44
Ultimo Superviviente,Dotal Mixto,18,10,47,52,1002943.00,NA,1002943,341264.63,32839.94
Individual,Temporal,30,29,35,0,1493413.00,Variable,0,93120.57,5941.30
Vida Conjunta,Dotal Mixto,11,0,42,42,4127045.10,Fijo,5550164.1,2107728.32,284151.85
Vida Conjunta,Ordinario de Vida,57,4,51,54,2577841.00,NA,0,570613.95,71405.25
Individual,Dotal Mixto,24,6,27,2,574067.00,NA,574067,164560.75,24297.26
Ultimo Superviviente,Dotal Mixto,38,14,15,16,317717.40,Fijo,852060.3,120873.83,10622.09
Ultimo Superviviente,Ordinario de Vida,63,1,42,43,1408155.48,Variable,0,214503.00,47185.79
Vida Conjunta,Dotal Mixto,36,7,26,29,1732107.00,NA,1732107,227279.70,20117.26
Individual,Dotal Mixto,17,0,27,8,1574684.00,NA,1574684,471509.16,103822.81
Vida Conjunta,Dotal Mixto,41,18,18,25,200144.00,NA,200144,23066.19,1575.17
Individual,Temporal,31,20,19,5,2543723.00,NA,0,28824.26,1957.83
Individual,Dotal Mixto,42,38,14,1,1043885.00,NA,1043885,136131.75,7679.48
Vida Conjunta,Dotal Mixto,35,31,23,25,534912.00,NA,534912,68531.76,3839.48
Individual,Ordinario de Vida,93,4,18,1,727824.30,Variable,0,660158.10,145356.55
Vida Conjunta,Dotal Mixto,33,31,22,17,1390775.31,Variable,6626962.927,1144194.29,68330.17
Individual,Ordinario de Vida,72,2,37,8,1800435.00,NA,0,143836.11,17792.95
Vida Conjunta,Dotal Mixto,12,1,26,31,2598338.40,Fijo,3619114.2,1370317.06,184359.35
Ultimo Superviviente,Temporal,19,4,38,42,3152846.84,Variable,0,191.97,25.72
Ultimo Superviviente,Dotal Mixto,38,25,19,26,1833506.00,NA,1833506,247337.46,15812.62
Vida Conjunta,Dotal Mixto,28,0,35,38,2308180.00,NA,2308180,490156.57,490156.57
Vida Conjunta,Temporal,41,28,21,28,2659358.99,Variable,0,348788.63,21967.83
Vida Conjunta,Dotal Mixto,11,3,45,50,1618498.00,NA,1618498,631385.26,68620.17
Vida Conjunta,Dotal Mixto,43,6,14,14,2429725.00,Variable,18858523.32,2314023.81,435171.26
Vida Conjunta,Dotal Mixto,31,18,19,22,2639423.20,Variable,11407434.98,2068057.14,151073.09
Ultimo Superviviente,Dotal Mixto,30,20,32,36,805517.00,NA,805517,119638.14,7526.32
Ultimo Superviviente,Dotal Mixto,20,2,31,34,1066298.00,Variable,2694481.929,834888.20,156655.43
Vida Conjunta,Dotal Mixto,15,10,21,27,1142254.00,NA,1142254,437119.64,40384.47
Vida Conjunta,Temporal,32,3,31,30,1672624.00,NA,0,68627.54,15134.78
Vida Conjunta,Temporal,30,6,15,14,2273661.00,NA,0,44040.91,7268.09
Vida Conjunta,Dotal Mixto,47,18,16,17,2395716.00,NA,2395716,254898.79,19096.83
Ultimo Superviviente,Dotal Mixto,42,7,19,18,2930626.00,NA,2930626,341477.94,45755.06
Ultimo Superviviente,Dotal Mixto,30,4,27,32,539983.00,NA,539983,88588.53,10157.33
Ultimo Superviviente,Temporal,23,14,34,31,536421.00,NA,0,11.88,1.04
Individual,Temporal,28,24,21,4,1456556.00,NA,0,16461.53,1058.93
Individual,Dotal Mixto,13,3,43,9,2069089.00,NA,2069089,719965.07,77710.78
Vida Conjunta,Dotal Mixto,21,5,27,29,1471750.00,NA,1471750,428623.81,53123.52
Ultimo Superviviente,Dotal Mixto,20,14,44,44,3823190.77,Variable,9661012.657,2456181.02,177745.17
Vida Conjunta,Temporal,38,14,22,21,1376302.00,NA,0,44611.64,4321.34
Individual,Ordinario de Vida,72,0,34,7,2150171.00,NA,0,158110.49,42504.18
Individual,Dotal Mixto,32,29,30,0,1225845.00,NA,1225845,269156.77,17114.56
Vida Conjunta,Temporal,16,4,44,46,531847.00,NA,0,24567.84,6625.34
Vida Conjunta,Dotal Mixto,21,18,44,46,1851654.00,NA,1851654,616432.62,47089.31
Vida Conjunta,Dotal Mixto,14,9,17,27,2969042.42,Variable,5598572.298,2564770.48,295576.56
Vida Conjunta,Dotal Mixto,43,2,17,14,3347913.84,Variable,25985126.38,2623178.10,493276.57
Vida Conjunta,Temporal,21,17,31,30,2385698.00,NA,0,61746.99,4524.65
Vida Conjunta,Temporal,41,7,17,19,788120.00,Variable,0,72908.95,12034.77
Vida Conjunta,Ordinario de Vida,90,6,15,19,707292.00,NA,0,45193.38,6077.16
Vida Conjunta,Temporal,21,0,32,36,408328.00,NA,0,12638.91,6477.75
Vida Conjunta,Dotal Mixto,10,9,38,36,702581.00,NA,702581,341824.75,33213.58
Vida Conjunta,Ordinario de Vida,72,5,33,37,401329.00,NA,0,48576.24,6545.84
Vida Conjunta,Dotal Mixto,35,0,25,27,3203386.50,Variable,16828503.96,2509937.14,878707.01
Individual,Temporal,24,0,27,8,379166.78,Variable,0,7159.52,1576.47
Vida Conjunta,Dotal Mixto,33,25,26,31,450065.00,NA,450065,66433.39,3973.78
Individual,Dotal Mixto,45,10,15,5,2096828.00,NA,2096828,200982.50,18494.20
Vida Conjunta,Dotal Mixto,9,5,45,46,988158.00,NA,988158,483239.58,56000.11
Vida Conjunta,Dotal Mixto,35,19,23,29,404038.00,NA,404038,59521.66,3992.48
Individual,Temporal,35,0,21,8,426454.00,NA,0,5541.57,817.83
Ultimo Superviviente,Dotal Mixto,34,29,16,22,2045769.90,Variable,10235372.54,1452033.29,84463.14
Individual,Dotal Mixto,21,0,41,8,1582545.00,NA,1582545,399587.98,399587.98
Individual,Dotal Mixto,23,9,38,10,1273096.80,Variable,3724140.069,744353.33,59007.34
